Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"  2,198.00 ",  10.00 ,  15.00 ,"  32,970.00 ",1978.2,"  30,991.80 ",  30.99 ,"  21,980.00 ","  9,011.80 ",  9.01 ,10/20/2022,Oct,Q4,2022,Avery Turner,Paseo,Canada
Midmarket,CUST_ID_038,PROD_ID_002,Medium,"  1,743.00 ",  10.00 ,  15.00 ,"  26,145.00 ",1568.7,"  24,576.30 ",  24.58 ,"  17,430.00 ","  7,146.30 ",  7.15 ,3/16/2022,Mar,Q1,2022,Amelia Wilson,Paseo,Italy
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"  1,153.00 ",  10.00 ,  15.00 ,"  17,295.00 ",1037.7,"  16,257.30 ",  16.26 ,"  11,530.00 ","  4,727.30 ",  4.73 ,11/18/2021,Nov,Q4,2022,Avery Turner,Paseo,Canada
Government,CUST_ID_028,PROD_ID_003,Medium,"  1,001.00 ",  120.00 ,  20.00 ,"  20,020.00 ",1201.2,"  18,818.80 ",  18.82 ,"  10,010.00 ","  8,808.80 ",  8.81 ,11/30/2022,Nov,Q4,2022,Sofia Phillips,Velo,France
Government,CUST_ID_031,PROD_ID_003,Medium,"  1,333.00 ",  120.00 ,  7.00 ,"  9,331.00 ",559.86,"  8,771.14 ",  8.77 ,"  6,665.00 ","  2,106.14 ",  2.11 ,6/17/2021,Jun,Q2,2022,Benjamin Lee,Velo,India
Midmarket,CUST_ID_139,PROD_ID_004,Medium,"  1,153.00 ",  250.00 ,  15.00 ,"  17,295.00 ",1037.7,"  16,257.30 ",  16.26 ,"  11,530.00 ","  4,727.30 ",  4.73 ,10/13/2022,Oct,Q4,2022,Henry Garcia,VTT,England
Channel Partners,CUST_ID_077,PROD_ID_005,Medium,  727.00 ,  3.00 ,  12.00 ,"  8,724.00 ",610.68,"  8,113.32 ",  8.11 ,"  2,181.00 ","  5,932.32 ",  5.93 ,8/20/2022,Aug,Q3,2022,Samuel Phillips,Carretera,Germany
Channel Partners,CUST_ID_036,PROD_ID_005,Medium,"  1,884.00 ",  3.00 ,  12.00 ,"  22,608.00 ",1582.56,"  21,025.44 ",  21.03 ,"  5,652.00 ","  15,373.44 ",  15.37 ,4/24/2021,Apr,Q2,2022,Harper Anderson,Carretera,France
Channel Partners,CUST_ID_120,PROD_ID_001,Medium,"  2,340.00 ",  5.00 ,  12.00 ,"  28,080.00 ",1965.6,"  26,114.40 ",  26.11 ,"  7,020.00 ","  19,094.40 ",  19.09 ,3/8/2022,Mar,Q1,2022,Emily Hill,Montana,Japan
Channel Partners,CUST_ID_129,PROD_ID_001,Medium,"  2,342.00 ",  5.00 ,  12.00 ,"  28,104.00 ",1967.28,"  26,136.72 ",  26.14 ,"  7,026.00 ","  19,110.72 ",  19.11 ,8/25/2021,Aug,Q3,2022,Jackson Turner,Montana,USA
Midmarket,CUST_ID_140,PROD_ID_003,Medium,"  1,262.00 ",  120.00 ,  15.00 ,"  18,930.00 ",1325.1,"  17,604.90 ",  17.60 ,"  12,620.00 ","  4,984.90 ",  4.98 ,4/18/2021,Apr,Q2,2022,Amelia Phillips,Velo,France
Government,CUST_ID_016,PROD_ID_003,Medium,"  1,135.00 ",  120.00 ,  7.00 ,"  7,945.00 ",556.15,"  7,388.85 ",  7.39 ,"  5,675.00 ","  1,713.85 ",  1.71 ,5/8/2021,May,Q2,2022,Harper Davis,Velo,Japan
Government,CUST_ID_041,PROD_ID_003,Medium,  547.00 ,  120.00 ,  7.00 ,"  3,829.00 ",268.03,"  3,560.97 ",  3.56 ,"  2,735.00 ",  825.97 ,  0.83 ,8/4/2022,Aug,Q3,2022,Aiden Clark,Velo,USA
Government,CUST_ID_016,PROD_ID_003,Medium,"  1,582.00 ",  120.00 ,  7.00 ,"  11,074.00 ",775.18,"  10,298.82 ",  10.30 ,"  7,910.00 ","  2,388.82 ",  2.39 ,4/5/2021,Apr,Q2,2022,Harper Davis,Velo,Japan
Channel Partners,CUST_ID_081,PROD_ID_004,Medium,"  1,738.50 ",  250.00 ,  12.00 ,"  20,862.00 ",1460.34,"  19,401.66 ",  19.40 ,"  5,215.50 ","  14,186.16 ",  14.19 ,2/25/2022,Feb,Q1,2022,Jackson Lewis,VTT,USA
Government,CUST_ID_055,PROD_ID_004,Medium,"  1,582.00 ",  250.00 ,  7.00 ,"  11,074.00 ",775.18,"  10,298.82 ",  10.30 ,"  7,910.00 ","  2,388.82 ",  2.39 ,1/1/2022,Jan,Q1,2022,Henry Turner,VTT,India
Government,CUST_ID_047,PROD_ID_006,Medium,"  1,135.00 ",  260.00 ,  7.00 ,"  7,945.00 ",556.15,"  7,388.85 ",  7.39 ,"  5,675.00 ","  1,713.85 ",  1.71 ,6/4/2021,Jun,Q2,2022,Michael Wilson,Amarilla,India
Government,CUST_ID_057,PROD_ID_005,Medium,"  1,761.00 ",  3.00 ,  350.00 ,"  616,350.00 ",43144.5,"  573,205.50 ",  573.21 ,"  457,860.00 ","  115,345.50 ",  115.35 ,5/3/2022,May,Q2,2022,Jackson Hill,Carretera,USA
Small Business,CUST_ID_141,PROD_ID_005,Medium,  448.00 ,  3.00 ,  300.00 ,"  134,400.00 ",9408,"  124,992.00 ",  124.99 ,"  112,000.00 ","  12,992.00 ",  12.99 ,8/14/2022,Aug,Q3,2022,Jackson Hill,Carretera,Germany
Small Business,CUST_ID_141,PROD_ID_005,Medium,"  2,181.00 ",  3.00 ,  300.00 ,"  654,300.00 ",45801,"  608,499.00 ",  608.50 ,"  545,250.00 ","  63,249.00 ",  63.25 ,7/24/2021,Jul,Q3,2022,Jackson Hill,Carretera,Germany
Government,CUST_ID_059,PROD_ID_001,Medium,"  1,976.00 ",  5.00 ,  20.00 ,"  39,520.00 ",2766.4,"  36,753.60 ",  36.75 ,"  19,760.00 ","  16,993.60 ",  16.99 ,9/24/2021,Sep,Q3,2022,Aiden Martin,Montana,England
Small Business,CUST_ID_078,PROD_ID_001,Medium,"  2,181.00 ",  5.00 ,  300.00 ,"  654,300.00 ",45801,"  608,499.00 ",  608.50 ,"  545,250.00 ","  63,249.00 ",  63.25 ,7/26/2022,Jul,Q3,2022,Harper Hill,Montana,Italy
Small Business,CUST_ID_070,PROD_ID_002,Medium,"  1,702.00 ",  10.00 ,  300.00 ,"  510,600.00 ",35742,"  474,858.00 ",  474.86 ,"  425,500.00 ","  49,358.00 ",  49.36 ,5/17/2022,May,Q2,2022,Abigail Garcia,Paseo,Italy
Small Business,CUST_ID_121,PROD_ID_002,Medium,  448.00 ,  10.00 ,  300.00 ,"  134,400.00 ",9408,"  124,992.00 ",  124.99 ,"  112,000.00 ","  12,992.00 ",  12.99 ,6/4/2022,Jun,Q2,2022,Benjamin Phillips,Paseo,USA
Enterprise,CUST_ID_023,PROD_ID_002,Medium,"  3,513.00 ",  10.00 ,  125.00 ,"  439,125.00 ",30738.75,"  408,386.25 ",  408.39 ,"  421,560.00 ","  -13,173.75 ",  -13.17 ,10/9/2021,Oct,Q4,2022,Sebastian Lee,Paseo,India
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"  2,101.00 ",  10.00 ,  15.00 ,"  31,515.00 ",2206.05,"  29,308.95 ",  29.31 ,"  21,010.00 ","  8,298.95 ",  8.30 ,4/28/2021,Apr,Q2,2022,Emma Johnson,Paseo,Canada
Government,CUST_ID_052,PROD_ID_002,Medium,"  1,535.00 ",  10.00 ,  20.00 ,"  30,700.00 ",2149,"  28,551.00 ",  28.55 ,"  15,350.00 ","  13,201.00 ",  13.20 ,3/6/2021,Mar,Q1,2022,Charlotte Martin,Paseo,France
Small Business,CUST_ID_061,PROD_ID_003,Medium,"  1,659.00 ",  120.00 ,  300.00 ,"  497,700.00 ",34839,"  462,861.00 ",  462.86 ,"  414,750.00 ","  48,111.00 ",  48.11 ,11/6/2022,Nov,Q4,2022,Benjamin Martin,Velo,Germany
Government,CUST_ID_031,PROD_ID_003,Medium,  609.00 ,  120.00 ,  20.00 ,"  12,180.00 ",852.6,"  11,327.40 ",  11.33 ,"  6,090.00 ","  5,237.40 ",  5.24 ,12/20/2021,Dec,Q4,2022,Benjamin Lee,Velo,India
Enterprise,CUST_ID_029,PROD_ID_003,Medium,"  2,087.00 ",  120.00 ,  125.00 ,"  260,875.00 ",18261.25,"  242,613.75 ",  242.61 ,"  250,440.00 ","  -7,826.25 ",  -7.83 ,4/12/2021,Apr,Q2,2022,Elijah Martin,Velo,Germany
Government,CUST_ID_054,PROD_ID_003,Medium,"  1,976.00 ",  120.00 ,  20.00 ,"  39,520.00 ",2766.4,"  36,753.60 ",  36.75 ,"  19,760.00 ","  16,993.60 ",  16.99 ,8/3/2022,Aug,Q3,2022,Harper Wilson,Velo,Italy
Small Business,CUST_ID_086,PROD_ID_003,Medium,"  1,372.00 ",  120.00 ,  300.00 ,"  411,600.00 ",28812,"  382,788.00 ",  382.79 ,"  343,000.00 ","  39,788.00 ",  39.79 ,7/29/2021,Jul,Q3,2022,Mia Hill,Velo,Italy
Channel Partners,CUST_ID_142,PROD_ID_004,Medium,"  3,244.50 ",  250.00 ,  12.00 ,"  38,934.00 ",2725.38,"  36,208.62 ",  36.21 ,"  9,733.50 ","  26,475.12 ",  26.48 ,9/24/2022,Sep,Q3,2022,Abigail Martin,VTT,Italy
Small Business,CUST_ID_062,PROD_ID_004,Medium,  959.00 ,  250.00 ,  300.00 ,"  287,700.00 ",20139,"  267,561.00 ",  267.56 ,"  239,750.00 ","  27,811.00 ",  27.81 ,4/14/2022,Apr,Q2,2022,Mia Lewis,VTT,Italy
Small Business,CUST_ID_017,PROD_ID_004,Medium,"  2,747.00 ",  250.00 ,  300.00 ,"  824,100.00 ",57687,"  766,413.00 ",  766.41 ,"  686,750.00 ","  79,663.00 ",  79.66 ,4/10/2021,Apr,Q2,2022,Henry Anderson,VTT,USA
Enterprise,CUST_ID_143,PROD_ID_006,Medium,"  1,645.00 ",  260.00 ,  125.00 ,"  205,625.00 ",14393.75,"  191,231.25 ",  191.23 ,"  197,400.00 ","  -6,168.75 ",  -6.17 ,6/3/2022,Jun,Q2,2022,Aiden Garcia,Amarilla,India
Government,CUST_ID_065,PROD_ID_006,Medium,"  2,876.00 ",  260.00 ,  350.00 ,"  1,006,600.00 ",70462,"  936,138.00 ",  936.14 ,"  747,760.00 ","  188,378.00 ",  188.38 ,6/30/2022,Jun,Q2,2022,Samuel Wilson,Amarilla,USA
Government,CUST_ID_047,PROD_ID_006,Medium,"  1,118.00 ",  260.00 ,  20.00 ,"  22,360.00 ",1565.2,"  20,794.80 ",  20.79 ,"  11,180.00 ","  9,614.80 ",  9.61 ,12/4/2021,Dec,Q4,2022,Michael Wilson,Amarilla,India
Small Business,CUST_ID_144,PROD_ID_006,Medium,"  1,372.00 ",  260.00 ,  300.00 ,"  411,600.00 ",28812,"  382,788.00 ",  382.79 ,"  343,000.00 ","  39,788.00 ",  39.79 ,9/20/2022,Sep,Q3,2022,Emily Hill,Amarilla,Japan
Government,CUST_ID_043,PROD_ID_001,Medium,  488.00 ,  5.00 ,  7.00 ,"  3,416.00 ",273.28,"  3,142.72 ",  3.14 ,"  2,440.00 ",  702.72 ,  0.70 ,10/20/2022,Oct,Q4,2022,Sebastian Phillips,Montana,England
Government,CUST_ID_099,PROD_ID_001,Medium,"  1,282.00 ",  5.00 ,  20.00 ,"  25,640.00 ",2051.2,"  23,588.80 ",  23.59 ,"  12,820.00 ","  10,768.80 ",  10.77 ,10/12/2021,Oct,Q4,2022,Logan Martin,Montana,England
Government,CUST_ID_004,PROD_ID_002,Medium,  257.00 ,  10.00 ,  7.00 ,"  1,799.00 ",143.92,"  1,655.08 ",  1.66 ,"  1,285.00 ",  370.08 ,  0.37 ,10/21/2021,Oct,Q4,2022,Olivia Brown,Paseo,France
Government,CUST_ID_064,PROD_ID_006,Medium,"  1,282.00 ",  260.00 ,  20.00 ,"  25,640.00 ",2051.2,"  23,588.80 ",  23.59 ,"  12,820.00 ","  10,768.80 ",  10.77 ,10/2/2021,Oct,Q4,2022,Charlotte Anderson,Amarilla,Japan
Enterprise,CUST_ID_100,PROD_ID_005,Medium,"  1,540.00 ",  3.00 ,  125.00 ,"  192,500.00 ",15400,"  177,100.00 ",  177.10 ,"  184,800.00 ","  -7,700.00 ",  -7.70 ,5/31/2021,May,Q2,2022,Charlotte Garcia,Carretera,France
Midmarket,CUST_ID_106,PROD_ID_005,Medium,  490.00 ,  3.00 ,  15.00 ,"  7,350.00 ",588,"  6,762.00 ",  6.76 ,"  4,900.00 ","  1,862.00 ",  1.86 ,1/6/2022,Jan,Q1,2022,Abigail Phillips,Carretera,Canada
Government,CUST_ID_066,PROD_ID_005,Medium,"  1,362.00 ",  3.00 ,  350.00 ,"  476,700.00 ",38136,"  438,564.00 ",  438.56 ,"  354,120.00 ","  84,444.00 ",  84.44 ,1/26/2021,Jan,Q1,2022,Harper Turner,Carretera,Canada
Midmarket,CUST_ID_145,PROD_ID_001,Medium,"  2,501.00 ",  5.00 ,  15.00 ,"  37,515.00 ",3001.2,"  34,513.80 ",  34.51 ,"  25,010.00 ","  9,503.80 ",  9.50 ,1/3/2022,Jan,Q1,2022,Benjamin Phillips,Montana,USA
Government,CUST_ID_043,PROD_ID_001,Medium,  708.00 ,  5.00 ,  20.00 ,"  14,160.00 ",1132.8,"  13,027.20 ",  13.03 ,"  7,080.00 ","  5,947.20 ",  5.95 ,11/27/2021,Nov,Q4,2022,Sebastian Phillips,Montana,England
Government,CUST_ID_037,PROD_ID_001,Medium,  645.00 ,  5.00 ,  20.00 ,"  12,900.00 ",1032,"  11,868.00 ",  11.87 ,"  6,450.00 ","  5,418.00 ",  5.42 ,8/15/2022,Aug,Q3,2022,Henry Martinez,Montana,Germany
Small Business,CUST_ID_078,PROD_ID_001,Medium,"  1,562.00 ",  5.00 ,  300.00 ,"  468,600.00 ",37488,"  431,112.00 ",  431.11 ,"  390,500.00 ","  40,612.00 ",  40.61 ,7/11/2022,Jul,Q3,2022,Harper Hill,Montana,Italy
Midmarket,CUST_ID_109,PROD_ID_001,Medium,  711.00 ,  5.00 ,  15.00 ,"  10,665.00 ",853.2,"  9,811.80 ",  9.81 ,"  7,110.00 ","  2,701.80 ",  2.70 ,6/22/2022,Jun,Q2,2022,Benjamin Garcia,Montana,Germany
Enterprise,CUST_ID_024,PROD_ID_002,Medium,"  1,114.00 ",  10.00 ,  125.00 ,"  139,250.00 ",11140,"  128,110.00 ",  128.11 ,"  133,680.00 ","  -5,570.00 ",  -5.57 ,11/9/2022,Nov,Q4,2022,Elizabeth Green,Paseo,Japan
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,259.00 ",  10.00 ,  7.00 ,"  8,813.00 ",705.04,"  8,107.96 ",  8.11 ,"  6,295.00 ","  1,812.96 ",  1.81 ,7/12/2022,Jul,Q3,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,095.00 ",  10.00 ,  7.00 ,"  7,665.00 ",613.2,"  7,051.80 ",  7.05 ,"  5,475.00 ","  1,576.80 ",  1.58 ,9/28/2021,Sep,Q3,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,366.00 ",  10.00 ,  20.00 ,"  27,320.00 ",2185.6,"  25,134.40 ",  25.13 ,"  13,660.00 ","  11,474.40 ",  11.47 ,3/4/2021,Mar,Q1,2022,Emily Hill,Paseo,Japan
Small Business,CUST_ID_003,PROD_ID_002,Medium,"  2,460.00 ",  10.00 ,  300.00 ,"  738,000.00 ",59040,"  678,960.00 ",  678.96 ,"  615,000.00 ","  63,960.00 ",  63.96 ,7/27/2021,Jul,Q3,2022,Noah Williams,Paseo,England
Government,CUST_ID_027,PROD_ID_002,Medium,  678.00 ,  10.00 ,  7.00 ,"  4,746.00 ",379.68,"  4,366.32 ",  4.37 ,"  3,390.00 ",  976.32 ,  0.98 ,3/21/2021,Mar,Q1,2022,Michael Hill,Paseo,England
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,598.00 ",  10.00 ,  7.00 ,"  11,186.00 ",894.88,"  10,291.12 ",  10.29 ,"  7,990.00 ","  2,301.12 ",  2.30 ,11/6/2021,Nov,Q4,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_072,PROD_ID_002,Medium,"  1,934.00 ",  10.00 ,  20.00 ,"  38,680.00 ",3094.4,"  35,585.60 ",  35.59 ,"  19,340.00 ","  16,245.60 ",  16.25 ,2/2/2021,Feb,Q1,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,Medium,"  2,993.00 ",  10.00 ,  20.00 ,"  59,860.00 ",4788.8,"  55,071.20 ",  55.07 ,"  29,930.00 ","  25,141.20 ",  25.14 ,1/12/2021,Jan,Q1,2022,Abigail Lewis,Paseo,Japan
Government,CUST_ID_040,PROD_ID_002,Medium,"  1,362.00 ",  10.00 ,  350.00 ,"  476,700.00 ",38136,"  438,564.00 ",  438.56 ,"  354,120.00 ","  84,444.00 ",  84.44 ,9/12/2022,Sep,Q3,2022,Abigail Lewis,Paseo,Japan
Channel Partners,CUST_ID_133,PROD_ID_003,Medium,  598.00 ,  120.00 ,  12.00 ,"  7,176.00 ",574.08,"  6,601.92 ",  6.60 ,"  1,794.00 ","  4,807.92 ",  4.81 ,5/4/2021,May,Q2,2022,Benjamin Garcia,Velo,Germany
Government,CUST_ID_041,PROD_ID_003,Medium,"  2,907.00 ",  120.00 ,  7.00 ,"  20,349.00 ",1627.92,"  18,721.08 ",  18.72 ,"  14,535.00 ","  4,186.08 ",  4.19 ,8/17/2022,Aug,Q3,2022,Aiden Clark,Velo,USA
Government,CUST_ID_028,PROD_ID_003,Medium,"  2,338.00 ",  120.00 ,  7.00 ,"  16,366.00 ",1309.28,"  15,056.72 ",  15.06 ,"  11,690.00 ","  3,366.72 ",  3.37 ,7/5/2021,Jul,Q3,2022,Sofia Phillips,Velo,France
Small Business,CUST_ID_097,PROD_ID_003,Medium,  635.00 ,  120.00 ,  300.00 ,"  190,500.00 ",15240,"  175,260.00 ",  175.26 ,"  158,750.00 ","  16,510.00 ",  16.51 ,8/11/2021,Aug,Q3,2022,Benjamin Hill,Velo,USA
Government,CUST_ID_008,PROD_ID_004,Medium,  574.50 ,  250.00 ,  350.00 ,"  201,075.00 ",16086,"  184,989.00 ",  184.99 ,"  149,370.00 ","  35,619.00 ",  35.62 ,2/22/2022,Feb,Q1,2022,Isabella Wilson,VTT,Japan
Government,CUST_ID_056,PROD_ID_004,Medium,"  2,338.00 ",  250.00 ,  7.00 ,"  16,366.00 ",1309.28,"  15,056.72 ",  15.06 ,"  11,690.00 ","  3,366.72 ",  3.37 ,10/13/2022,Oct,Q4,2022,Amelia Perez,VTT,Japan
Government,CUST_ID_008,PROD_ID_004,Medium,  381.00 ,  250.00 ,  350.00 ,"  133,350.00 ",10668,"  122,682.00 ",  122.68 ,"  99,060.00 ","  23,622.00 ",  23.62 ,3/20/2022,Mar,Q1,2022,Isabella Wilson,VTT,Japan
Government,CUST_ID_056,PROD_ID_004,Medium,  422.00 ,  250.00 ,  350.00 ,"  147,700.00 ",11816,"  135,884.00 ",  135.88 ,"  109,720.00 ","  26,164.00 ",  26.16 ,8/6/2022,Aug,Q3,2022,Amelia Perez,VTT,Japan
Small Business,CUST_ID_063,PROD_ID_004,Medium,"  2,134.00 ",  250.00 ,  300.00 ,"  640,200.00 ",51216,"  588,984.00 ",  588.98 ,"  533,500.00 ","  55,484.00 ",  55.48 ,3/20/2022,Mar,Q1,2022,Logan Clark,VTT,India
Government,CUST_ID_047,PROD_ID_006,Medium,  708.00 ,  260.00 ,  20.00 ,"  14,160.00 ",1132.8,"  13,027.20 ",  13.03 ,"  7,080.00 ","  5,947.20 ",  5.95 ,4/19/2021,Apr,Q2,2022,Michael Wilson,Amarilla,India
Government,CUST_ID_064,PROD_ID_006,Medium,"  2,907.00 ",  260.00 ,  7.00 ,"  20,349.00 ",1627.92,"  18,721.08 ",  18.72 ,"  14,535.00 ","  4,186.08 ",  4.19 ,4/25/2022,Apr,Q2,2022,Charlotte Anderson,Amarilla,Japan
Government,CUST_ID_035,PROD_ID_006,Medium,"  1,366.00 ",  260.00 ,  20.00 ,"  27,320.00 ",2185.6,"  25,134.40 ",  25.13 ,"  13,660.00 ","  11,474.40 ",  11.47 ,10/8/2022,Oct,Q4,2022,Samuel Johnson,Amarilla,England
Small Business,CUST_ID_127,PROD_ID_006,Medium,"  2,460.00 ",  260.00 ,  300.00 ,"  738,000.00 ",59040,"  678,960.00 ",  678.96 ,"  615,000.00 ","  63,960.00 ",  63.96 ,6/15/2022,Jun,Q2,2022,Henry Martin,Amarilla,India
Government,CUST_ID_035,PROD_ID_006,Medium,"  1,520.00 ",  260.00 ,  20.00 ,"  30,400.00 ",2432,"  27,968.00 ",  27.97 ,"  15,200.00 ","  12,768.00 ",  12.77 ,10/10/2022,Oct,Q4,2022,Samuel Johnson,Amarilla,England
Midmarket,CUST_ID_082,PROD_ID_006,Medium,  711.00 ,  260.00 ,  15.00 ,"  10,665.00 ",853.2,"  9,811.80 ",  9.81 ,"  7,110.00 ","  2,701.80 ",  2.70 ,7/27/2022,Jul,Q3,2022,Abigail Clark,Amarilla,Canada
Small Business,CUST_ID_127,PROD_ID_006,Medium,  635.00 ,  260.00 ,  300.00 ,"  190,500.00 ",15240,"  175,260.00 ",  175.26 ,"  158,750.00 ","  16,510.00 ",  16.51 ,6/27/2022,Jun,Q2,2022,Henry Martin,Amarilla,India
Government,CUST_ID_033,PROD_ID_004,Medium,  436.50 ,  250.00 ,  20.00 ,"  8,730.00 ",698.4,"  8,031.60 ",  8.03 ,"  4,365.00 ","  3,666.60 ",  3.67 ,5/12/2022,May,Q2,2022,Logan Garcia,VTT,USA
Small Business,CUST_ID_146,PROD_ID_005,Medium,"  1,094.00 ",  3.00 ,  300.00 ,"  328,200.00 ",29538,"  298,662.00 ",  298.66 ,"  273,500.00 ","  25,162.00 ",  25.16 ,12/20/2022,Dec,Q4,2022,Mia Turner,Carretera,Canada
Small Business,CUST_ID_074,PROD_ID_001,Medium,"  3,802.50 ",  5.00 ,  300.00 ,"  1,140,750.00 ",102667.5,"  1,038,082.50 ","  1,038.08 ","  950,625.00 ","  87,457.50 ",  87.46 ,12/6/2022,Dec,Q4,2022,Mia Turner,Montana,Canada
Government,CUST_ID_059,PROD_ID_001,Medium,"  1,666.00 ",  5.00 ,  350.00 ,"  583,100.00 ",52479,"  530,621.00 ",  530.62 ,"  433,160.00 ","  97,461.00 ",  97.46 ,9/1/2021,Sep,Q3,2022,Aiden Martin,Montana,England
Channel Partners,CUST_ID_110,PROD_ID_001,Medium,"  2,321.00 ",  5.00 ,  12.00 ,"  27,852.00 ",2506.68,"  25,345.32 ",  25.35 ,"  6,963.00 ","  18,382.32 ",  18.38 ,6/21/2021,Jun,Q2,2022,Mia Hill,Montana,Italy
Enterprise,CUST_ID_013,PROD_ID_001,Medium,"  2,797.00 ",  5.00 ,  125.00 ,"  349,625.00 ",31466.25,"  318,158.75 ",  318.16 ,"  335,640.00 ","  -17,481.25 ",  -17.48 ,10/24/2021,Oct,Q4,2022,Logan Jackson,Montana,Germany
Small Business,CUST_ID_003,PROD_ID_002,Medium,"  2,565.00 ",  10.00 ,  300.00 ,"  769,500.00 ",69255,"  700,245.00 ",  700.25 ,"  641,250.00 ","  58,995.00 ",  59.00 ,7/29/2021,Jul,Q3,2022,Noah Williams,Paseo,England
Government,CUST_ID_040,PROD_ID_002,Medium,"  2,417.00 ",  10.00 ,  350.00 ,"  845,950.00 ",76135.5,"  769,814.50 ",  769.81 ,"  628,420.00 ","  141,394.50 ",  141.39 ,4/24/2022,Apr,Q2,2022,Abigail Lewis,Paseo,Japan
Midmarket,CUST_ID_026,PROD_ID_002,Medium,"  3,675.00 ",  10.00 ,  15.00 ,"  55,125.00 ",4961.25,"  50,163.75 ",  50.16 ,"  36,750.00 ","  13,413.75 ",  13.41 ,10/28/2021,Oct,Q4,2022,Avery Turner,Paseo,Canada
Small Business,CUST_ID_070,PROD_ID_002,Medium,"  1,094.00 ",  10.00 ,  300.00 ,"  328,200.00 ",29538,"  298,662.00 ",  298.66 ,"  273,500.00 ","  25,162.00 ",  25.16 ,7/1/2021,Jul,Q3,2022,Abigail Garcia,Paseo,Italy
Midmarket,CUST_ID_002,PROD_ID_002,Medium,"  1,227.00 ",  10.00 ,  15.00 ,"  18,405.00 ",1656.45,"  16,748.55 ",  16.75 ,"  12,270.00 ","  4,478.55 ",  4.48 ,10/21/2021,Oct,Q4,2022,Emma Johnson,Paseo,Canada
Small Business,CUST_ID_121,PROD_ID_002,Medium,"  1,324.00 ",  10.00 ,  300.00 ,"  397,200.00 ",35748,"  361,452.00 ",  361.45 ,"  331,000.00 ","  30,452.00 ",  30.45 ,6/4/2021,Jun,Q2,2022,Benjamin Phillips,Paseo,USA
Enterprise,CUST_ID_115,PROD_ID_002,Medium,"  2,797.00 ",  10.00 ,  125.00 ,"  349,625.00 ",31466.25,"  318,158.75 ",  318.16 ,"  335,640.00 ","  -17,481.25 ",  -17.48 ,7/26/2021,Jul,Q3,2022,Henry Garcia,Paseo,England
Midmarket,CUST_ID_091,PROD_ID_003,Medium,  245.00 ,  120.00 ,  15.00 ,"  3,675.00 ",330.75,"  3,344.25 ",  3.34 ,"  2,450.00 ",  894.25 ,  0.89 ,12/29/2022,Dec,Q4,2022,Henry Garcia,Velo,England
Small Business,CUST_ID_101,PROD_ID_003,Medium,"  3,793.50 ",  120.00 ,  300.00 ,"  1,138,050.00 ",102424.5,"  1,035,625.50 ","  1,035.63 ","  948,375.00 ","  87,250.50 ",  87.25 ,5/7/2022,May,Q2,2022,Samuel Hill,Velo,Germany
Government,CUST_ID_028,PROD_ID_003,Medium,"  1,307.00 ",  120.00 ,  350.00 ,"  457,450.00 ",41170.5,"  416,279.50 ",  416.28 ,"  339,820.00 ","  76,459.50 ",  76.46 ,2/21/2021,Feb,Q1,2022,Sofia Phillips,Velo,France
Enterprise,CUST_ID_007,PROD_ID_003,Medium,  567.00 ,  120.00 ,  125.00 ,"  70,875.00 ",6378.75,"  64,496.25 ",  64.50 ,"  68,040.00 ","  -3,543.75 ",  -3.54 ,11/24/2021,Nov,Q4,2022,Ethan Miller,Velo,India
Enterprise,CUST_ID_030,PROD_ID_003,Medium,"  2,110.00 ",  120.00 ,  125.00 ,"  263,750.00 ",23737.5,"  240,012.50 ",  240.01 ,"  253,200.00 ","  -13,187.50 ",  -13.19 ,1/22/2021,Jan,Q1,2022,Sophia Turner,Velo,Italy
Government,CUST_ID_016,PROD_ID_003,Medium,"  1,269.00 ",  120.00 ,  350.00 ,"  444,150.00 ",39973.5,"  404,176.50 ",  404.18 ,"  329,940.00 ","  74,236.50 ",  74.24 ,6/1/2022,Jun,Q2,2022,Harper Davis,Velo,Japan
Channel Partners,CUST_ID_147,PROD_ID_004,Medium,"  1,956.00 ",  250.00 ,  12.00 ,"  23,472.00 ",2112.48,"  21,359.52 ",  21.36 ,"  5,868.00 ","  15,491.52 ",  15.49 ,11/22/2021,Nov,Q4,2022,Logan Martin,VTT,England
Small Business,CUST_ID_032,PROD_ID_004,Medium,"  2,659.00 ",  250.00 ,  300.00 ,"  797,700.00 ",71793,"  725,907.00 ",  725.91 ,"  664,750.00 ","  61,157.00 ",  61.16 ,12/26/2022,Dec,Q4,2022,Mia White,VTT,Japan
